Geneid	KEGG_ko
gene2583	K15890
gene2584	K06640
gene2585	K04539
gene12056	K11450
gene6972	K20405
gene5645	K16282
gene5647	K20346
gene5649	K03842
gene13483	K12614
gene13390	K22369
gene9149	K18405,K18413
gene3531	K00933,K00934
gene10341	K09228
gene10342	K09228
gene10343	K09228
gene13515	K03676
gene13516	K01047
gene5092	K06259,K12384,K13885
gene5093	K06259,K12384,K13885
gene9609	K08193
gene9610	K01183
gene9611	K08193
gene5751	K08864
gene4333	K09055,K10052
gene7927	K08865
gene7928	K18342
gene7204	K00128,K00129,K04513
gene7205	K00128,K00129,K04513
gene7098	K19607
gene7099	K13093
gene11938	K04683,K09392,K09393,K09394
gene8846	K13192,K13193
gene11547	K13349
gene9159	K21771
gene4341	K10396
gene4369	K04506,K11153,K11161
gene9647	K01183
gene9648	K01183
gene11322	K19269,K21013
gene3819	K01183
gene3820	K10790,K10791
gene8973	K07604
gene10678	K14999
gene10958	K14321,K18716
gene10959	K08872
gene10109	K08867
gene1230	K06104,K16819
gene1231	K01011
gene1232	K01011
gene12490	K04382,K22074
gene13429	K09228
gene3829	K19491
gene12731	K09381
gene7690	K16777
gene7691	K17257
gene7692	K14862,K15173
gene11557	K09187,K09188
gene3511	K06105
gene13876	K10104
gene13877	K10104
gene13878	K10104
gene9861	K12897
gene9862	K03017
gene13140	K07819,K07820
gene13502	K06767,K14965
gene13503	K06767,K14965
gene13504	K06767,K14965
gene5325	K09442
gene6542	K21270
gene7442	K09568
gene7444	K21842
gene4377	K11318
gene4379	K03250
gene4380	K12823,K13178
gene4381	K15407
gene4382	K17751
gene13356	K03115
gene7715	K14165
gene13795	K08834,K17481
gene8277	K01044,K07378,K12298,K15743
gene7462	K11173
gene7470	K11653
gene1608	K01581
gene13494	K18703
gene13495	K22415
gene13496	K03942
gene10278	K03440
gene10279	K03440
gene7782	K21554
gene12173	K00699,K04628
gene12174	K00699,K04628
gene1613	K04345
gene1615	K03127
gene1618	K02874,K16174
gene1619	K16174
gene1620	K04727
gene1621	K04727
gene3213	K05752
gene13711	K14459
gene7529	K03128
gene2777	K03010
gene2778	K02948
gene11651	K14861
gene9437	K10808
gene9438	K14807
gene13543	K15890
gene13544	K15890
gene10307	K09399
gene12342	K01044,K01049,K01063,K03927,K15743
gene10585	K04145,K14049
gene12209	K15693
gene12210	K20409
gene6459	K01587
gene6460	K12260
gene6461	K01262
gene6462	K15271
gene10913	K22380
gene6726	K20369
gene6727	K01191,K13113
gene11730	K04364
gene12701	K05313,K05387
gene6199	K06270,K17457
gene6200	K06270,K17457
gene13572	K09478
gene5896	K01915
gene14470	K09083
gene8106	K00685
gene8107	K08193
gene8108	K01183
gene13452	K06677
gene6150	K03267
gene6151	K09140
gene6152	K15033
gene6153	K00011,K00555
gene6155	K12891
gene14337	K09884
gene14338	K04497
gene12559	K03966
gene11474	K16459
gene10975	K14410,K19283
gene10976	K12878
gene5853	K19269,K21013
gene5854	K19269,K21013
gene5855	K19269,K21013
gene4468	K17623
gene3726	K09113
gene3727	K08471
gene3729	K01301,K11984
gene3870	K14559
gene3872	K02257
gene3873	K14290
gene9687	K19348
gene9688	K12883
gene9690	K10632
gene9691	K06072,K08187
gene12603	K10361
gene12604	K10361
gene3340	K05313
gene8061	K17542
gene12453	K05330,K15276
gene12454	K05330,K15276
gene2266	K02306,K08109,K08111
gene2267	K02306,K08109,K08111
gene2269	K20704
gene13768	K01273
gene13947	K19674
gene13249	K00142
gene3960	K17260
gene3961	K10761
gene3962	K10478
gene3964	K14829
gene3810	K04599
gene14325	K21957,K21958
gene10469	K01077
gene10470	K01077
gene4552	K01835,K15636
gene10308	K11251,K21799
gene10309	K17421
gene10310	K14774
gene9244	K07466
gene9246	K00602
gene7238	K15691
gene11452	K01064
gene9767	K11253,K11275
gene7659	K12868
gene9403	K04952,K04953
gene4033	K02898
gene7367	K11975
gene11947	K05694
gene12973	K02951
gene12466	K21121
gene12365	K12655
gene7190	K10419
gene7191	K12391,K12400
gene6098	K09331
gene6965	K03439
gene13523	K14005
gene13397	K04556
gene13287	K02541
gene1512	K02183
gene1514	K15637
gene1515	K10597
gene1516	K20526
gene6010	K21844
gene8382	K20222
gene2112	K14963
gene2113	K19199
gene4160	K08031,K09381
gene12130	K03635,K21232
gene12918	K04135,K04165
gene2320	K12504
gene10615	K01307,K15699
gene10616	K05626,K05628
gene3244	K05643
gene3630	K17686
gene3631	K10093
gene12503	K14555
gene3263	K19677
gene3266	K13443
gene8974	K10250
gene8850	K20304
gene8851	K06059
gene8852	K15430
gene8853	K14527
gene8854	K14527
gene9221	K15001
gene9222	K15001
gene3591	K02959
gene3592	K17279
gene3593	K01974
gene3594	K10104
gene12957	K19404
gene11580	K02210
gene13050	K11135
gene13051	K11426
gene6125	K11393
gene6126	K14302
gene6127	K13177
gene6128	K07919,K13107
gene11049	K04904,K04908
gene10400	K22066
gene7493	K19041
gene840	K03510
gene842	K04797
gene843	K13249
gene844	K01044,K01049,K01063,K03927,K15743
gene845	K01044,K01049,K01063,K03927,K15743
gene846	K01634,K20704
gene8772	K07427,K15001,K15007
gene8773	K07427,K15001,K15007
gene14117	K13356
gene10933	K11279,K11282
gene7412	K13184
gene7413	K09228,K09229
gene2993	K20283
gene2995	K01323
gene9819	K00710
gene9820	K13348
gene9821	K00710
gene5714	K11426
gene12227	K01316,K09614
gene3465	K01512
gene3466	K10591,K13305
gene3468	K01768,K19613
gene3470	K10591,K13305
gene3471	K12615
gene4921	K04557,K06262,K13737,K16942,K16943
gene4923	K01296
gene10544	K07949,K07950
gene10545	K08029,K09995
gene9242	K14757
gene1193	K01872,K07050
gene11057	K04529,K04530
gene11030	K01581
gene8700	K01201,K09448
gene7569	K08823
gene10296	K05288
gene5688	K04255
gene6687	K07766
gene5657	K14806
gene7568	K00488,K10723,K15004,K17951,K17960
gene11166	K09228
gene9793	K02519
gene7094	K04849
gene4591	K09562
gene3318	K12800
gene3319	K21987,K22031
gene3320	K16609
gene3321	K09228
gene3322	K09228
gene3324	K00011
gene14296	K06255
gene13811	K15168
gene7512	K15127
gene7513	K15127
gene7514	K15127
gene7515	K15127
gene1423	K03958
gene781	K05769
gene782	K05643
gene783	K05643
gene9670	K08108,K08110,K08112,K16330
gene8287	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene14075	K01187,K14210
gene2884	K10352,K17751,K18669
gene2885	K10352,K17751,K18669
gene13214	K10361
gene1978	K06095
gene1979	K11162,K11168
gene1980	K06070,K22154
gene1982	K03032
gene3933	K04680,K17693,K17695,K17696
gene4088	K06530
gene4089	K17605
gene4191	K22369
gene4193	K22369
gene4194	K05313
gene4195	K00665
gene4196	K14862,K15173
gene13896	K07418
gene10610	K13126
gene10611	K20233
gene11263	K11583
gene11264	K11672
gene8120	K05673
gene8121	K05673
gene7448	K10477
gene7449	K20791
gene1654	K13963
gene8198	K11291
gene14284	K10416
gene10651	K05467
gene3316	K10176
gene3317	K10176,K10177,K17509
gene12845	K17908
gene12189	K04237
gene11275	K03679
gene11682	K06704
gene9230	K07951,K12831
gene1757	K01312,K01362,K09640
gene1759	K00923
gene1760	K12826
gene14064	K16794
gene7596	K21440
gene10642	K22455
gene10643	K00747,K03419
gene10992	K00699,K04628
gene3758	K00645
gene12668	K14453,K14700,K14701,K14702,K14703,K14704,K14707,K17341
gene9635	K09228,K09229
gene9636	K09228
gene9637	K12880
gene9638	K15014
gene9639	K04482
gene8480	K01312,K09640
gene8529	K19986
gene8530	K01565
gene8531	K09210
gene12477	K09577
gene12280	K21032
gene11966	K10637
gene5197	K02900
gene9892	K17887
gene14184	K00733,K12886
gene8139	K17928
gene8140	K00981
gene10442	K06515
gene10443	K06134,K14820
gene10748	K03123
gene10439	K10896
gene2915	K09326,K18490
gene2916	K09326,K18490
gene2917	K09326,K18490
gene11218	K20696
gene6752	K15420,K18595,K18596
gene4986	K03926
gene4987	K20031
gene12024	K05104,K05105,K05106,K05108,K05110,K05111,K05112,K05113
gene2760	K20752
gene2761	K09640
gene2762	K08471
gene2763	K08471
gene2764	K08471
gene2765	K09640
gene2766	K09454
gene2767	K20752
gene10087	K07532,K12331
gene12807	K04849
gene5996	K01870,K02737,K08471
gene14422	K19676
gene12567	K10360
gene12569	K10360
gene13354	K08129
gene7348	K15361
gene8242	K11138
gene8243	K12835
gene11363	K05731,K16847
gene12892	K17805
gene3423	K03514
gene9867	K13516
gene9868	K04527
gene5434	K16733
gene5435	K00972
gene7666	K13095
gene12128	K00272,K00273
gene7344	K03671
gene7197	K11393
gene7198	K04443,K04444,K14031
gene9270	K06560,K06563,K06721,K06794,K06795,K10057,K10058,K10059,K10060,K17513,K17514,K22244
gene4446	K09373
gene11546	K14971
gene11904	K17536
gene5404	K04402
gene5406	K15115
gene2721	K00069
gene2723	K00069
gene6031	K07756
gene6032	K05038
gene12284	K14555
gene4515	K08018,K08020
gene4516	K04527
gene4517	K13516
gene4518	K10144
gene10051	K14999,K15003
gene8642	K08507
gene8643	K00311
gene3902	K20685
gene3903	K20685
gene6867	K04891,K04892,K04893,K13912
gene2954	K04887
gene2955	K18166
gene9202	K13133
gene8330	K08852,K11715,K18412
gene8331	K02427
gene9330	K13214,K13219
gene9331	K19385
gene8487	K11343
gene8488	K01810
gene12363	K12618
gene10680	K15175
gene10681	K11434
gene10682	K16571
gene5258	K20478
gene5259	K20478
gene7225	K08876
gene7227	K00815
gene7228	K18163
gene3512	K10295
gene3513	K09411
gene3514	K09411
gene8868	K04926
gene4241	K07819,K07820
gene4242	K08963
gene4243	K12230
gene9470	K04406,K04408,K08833
gene14123	K00106
gene10711	K03540
gene6353	K14445
gene5985	K09223
gene5986	K16194
gene11665	K10104
gene11666	K10104
gene11667	K05467
gene3498	K15890
gene4197	K13431
gene4199	K20456,K20462
gene2027	K14996
gene2028	K02981
gene6898	K07556
gene5145	K01052
gene5208	K01719
gene2832	K07427,K15001,K15007
gene2833	K07427,K15001,K15007
gene2834	K07427,K15001,K15007
gene2835	K07427,K15001,K15007
gene2836	K07427,K15001,K15007
gene2837	K07427,K15001,K15007
gene10719	K04515
gene5638	K11170
gene5639	K11170
gene2284	K06095
gene8266	K12476,K12477,K12483
gene8267	K08817,K10267,K18086
gene8326	K03211,K09428
gene13479	K04362,K05093,K05096,K05098
gene1051	K01052
gene1052	K09641
gene8215	K08202
gene7725	K18411
gene7726	K18411
gene7727	K13509
gene8206	K12377
gene7641	K06772,K06773,K06774
gene11499	K06129
gene11500	K15421
gene11501	K03355
gene11502	K19765
gene9122	K20241
gene9123	K01192
gene5972	K11789
gene9901	K01312,K09640
gene14150	K00791
gene9743	K18166
gene8229	K00830
gene6916	K08059
gene11270	K08471
gene11271	K08471
gene4393	K00503
gene8002	K15690
gene9920	K01135
gene9921	K01135
gene10940	K14258
gene10941	K17656
gene7735	K09288
gene6749	K02873
gene6750	K00671
gene5307	K11267
gene8702	K15161
gene8217	K08805
gene8218	K08805
gene7969	K17550
gene9312	K18595
gene8405	K13863,K13864,K13865
gene9393	K00871
gene11337	K09183
gene10687	K01379,K01382,K08565
gene10688	K15336
gene10339	K15001
gene1821	K10104
gene4436	K14815
gene7984	K08873
gene10693	K04952,K04953
gene10286	K22139
gene7260	K02328
gene7261	K12367
gene7262	K05757
gene2930	K09032,K21406
gene2931	K11273
gene2932	K11304
gene10006	K02997
gene7485	K01934
gene1589	K07436,K10722
gene1590	K14574
gene10895	K10455
gene7215	K02899
gene7216	K16729,K16730,K16735
gene7217	K10610
gene7219	K04733
gene10754	K15281
gene10755	K18586
gene11697	K02955
gene8734	K04205,K04209,K04314
gene13487	K18182
gene9571	K03260,K17682
gene9573	K11491
gene13324	K10350
gene9883	K21437
gene6074	K02537
gene11974	K08145,K14258
gene5381	K00108,K00115
gene11711	K03178,K10698
gene10775	K18708
gene3028	K01446
gene3029	K03372
gene10601	K00161
gene6366	K13509
gene12804	K11765
gene13265	K07933
gene13266	K02503
gene13236	K22415
gene13237	K18703
gene8947	K00637
gene7653	K11427
gene7654	K11427
gene6351	K14292
gene9588	K02270
gene10336	K14007
gene13955	K00831
gene11256	K11140
gene11257	K11140
gene11258	K11140
gene11259	K11140
gene4476	K16573
gene4477	K08471
gene890	K01312,K09640
gene891	K01312,K09640
gene894	K17914
gene5890	K08834,K17481
gene5891	K08834,K17481
gene9863	K01511
gene5280	K04373
gene4965	K07378,K12298,K15743
gene4966	K07378,K12298,K15743
gene4090	K04353,K07836
gene4091	K03107
gene4092	K06927,K13761
gene4093	K16914
gene4094	K02913
gene4095	K05858
gene12508	K00502
gene11040	K04163,K04165
gene12991	K04280
gene13676	K13948
gene13677	K08878,K20629
gene14057	K06753,K06754,K06755
gene8401	K07521
gene8402	K07521
gene9053	K01044,K01049,K01063,K03927,K15743
gene9054	K01044,K01049,K01063,K03927,K15743
gene14250	K03231
gene10331	K14284
gene7017	K21396
gene10807	K02295
gene14159	K01358
gene7311	K15293
gene13514	K08145
gene11348	K00128,K00129,K04513
gene9784	K02377
gene10116	K11514
gene12250	K11253,K11275
gene13408	K13355
gene7744	K05638,K09039,K09040,K09041
gene3481	K00809
gene3482	K20301
gene3483	K11162
gene3484	K11162
gene3485	K12475,K20054
gene3269	K10264,K22379
gene11268	K06068,K18050,K18052
gene11269	K06068,K18050,K18052
gene8509	K21424
gene6450	K10589
gene6451	K03009
gene12456	K18173
gene12457	K17435
gene8211	K09320
gene8758	K05312
gene2985	K05692
gene2986	K09332
gene8972	K09108
gene3232	K07819,K07820
gene14111	K10656
gene4566	K12741,K14411
gene4567	K12741,K14411
gene9061	K10408
gene9063	K13096
gene2751	K10357
gene10746	K18409
gene14041	K08029,K09995
gene11111	K11255
gene8823	K00030
gene12983	K21435
gene12984	K21435
gene3755	K20703
gene5033	K14536
gene5034	K01053
gene5035	K01053
gene5036	K01866
gene5037	K04078
gene9332	K00019
gene9440	K00820
gene9441	K20164
gene3411	K22381
gene5524	K00761,K02881
gene10139	K04733
gene1774	K17424
gene1775	K11584
gene1776	K15123
gene1779	K17916
gene3825	K05737,K12487
gene2191	K08518
gene2193	K20226
gene2194	K09452
gene2195	K14676
gene11525	K08145
gene11526	K08145
gene4319	K12889,K13162,K21444
gene4320	K12889,K13162,K21444
gene4619	K21198
gene4620	K12862
gene4621	K13525
gene2409	K00027,K00029
gene2410	K00027,K00029
gene2411	K08077
gene8687	K07252
gene8688	K20301
gene10947	K07375
gene6260	K04531,K20055
gene3691	K12607
gene10110	K05467
gene7687	K09228
gene7688	K09228,K09229
gene8435	K07376
gene12930	K09490
gene12931	K04648
gene11807	K04194,K04195,K04196,K08378
gene6298	K10845,K11663
gene6300	K11663
gene13378	K11426
gene6589	K07915,K10756
gene6590	K10896
gene2007	K20282
gene2010	K02929
gene8920	K01802
gene8921	K14015
gene7424	K01324
gene7428	K01324
gene4747	K18405
gene4748	K06678
gene4750	K08399,K15176
gene9877	K10812
gene2590	K09507,K09510,K09511
gene2591	K09640
gene14175	K14999,K15005,K15006
gene8842	K00639
gene8843	K01551
gene10799	K01176
gene9039	K17410,K18463
gene9040	K03349
gene9041	K01669
gene6974	K19953
gene6975	K16714
gene6976	K16714
gene14316	K10802,K11295
gene5088	K05614
gene5089	K05614
gene5090	K05614
gene1023	K16506
gene5525	K14771
gene5527	K01557
gene11225	K11138
gene6982	K02726
gene13997	K14951
gene4514	K15825
gene11514	K17773
gene7180	K11253
gene7181	K11253,K11275
gene12291	K09191
gene12050	K08291
gene5727	K16474
gene6360	K07192
gene6361	K00108,K00115,K21270
gene6362	K00115,K21270
gene6363	K00108,K21270
gene6364	K00108,K21270
gene6365	K00108,K00115,K21270
gene6763	K14291
gene8385	K14388
gene8386	K14999,K15005,K15006
gene8387	K14999,K15005,K15006
gene3018	K06051,K21635
gene3020	K11665
gene9601	K18189
gene9602	K01803
gene5349	K06259,K12384,K13885
gene5350	K01185,K13915
gene5351	K06259,K12384,K13885
gene5352	K03129
gene7918	K09881
gene7919	K17981
gene10567	K17506
gene10568	K00547
gene10227	K02923
gene10228	K12669,K19478
gene906	K02147
gene11832	K06685
gene11192	K00274,K14388
gene11193	K00274,K14388
gene5547	K12504
gene5548	K12504
gene11181	K10421,K10422,K10423
gene11182	K03008
gene2303	K18270
gene2304	K01968
gene13131	K17065
gene9153	K00830
gene12162	K19054
gene12163	K11316
gene3366	K06103
gene3367	K06103
gene13617	K08765,K14848,K19523
gene9827	K05769
gene6085	K00088
gene6086	K10734
gene6087	K13206
gene6088	K03954
gene7874	K08967
gene7875	K00864
gene2340	K10183,K10185
gene11764	K03231
gene12055	K21270
gene11283	K13349
gene4485	K19502
gene14710	K05925
gene8520	K04659
gene12833	K01187,K14210
gene8866	K09532
gene4029	K04674,K13567,K13568
gene4030	K09497
gene14183	K12492
gene9564	K03320
gene9565	K03320
gene9646	K19998
gene9452	K04482
gene9453	K15014
gene9454	K12880
gene9455	K09228
gene11091	K04926
gene8161	K02955
gene11160	K06841,K06842
gene11161	K00737
gene7846	K08145
gene7847	K03103
gene14406	K13510
gene14407	K12318,K12319
gene14408	K18575
gene14409	K06058
gene12838	K01081
gene12739	K08471
gene9986	K11839
gene9988	K04501
gene9421	K01672
gene9422	K01672
gene3786	K09313
gene3788	K09640
gene13185	K16721
gene13433	K14851
gene13435	K14191
gene6945	K03515
gene12517	K08665,K09637,K09640
gene7385	K03138
gene7386	K08860
gene7387	K17411
gene7388	K14406
gene8892	K02905
gene8893	K03833
gene8894	K11985
gene8376	K06268
gene8377	K01772
gene10509	K12606
gene13593	K12626
gene6114	K03068
gene11731	K10812
gene10989	K17434
gene10990	K17434
gene4836	K04378
gene12628	K06054
gene4757	K09219
gene5885	K00485
gene5886	K00485
gene5887	K00485
gene5888	K00485
gene8020	K05692
gene8021	K05692
gene8022	K05692
gene4056	K11839
gene4058	K04501
gene13087	K15890
gene13088	K15890
gene13089	K15890
gene7996	K14397
gene7998	K09080
gene11911	K20198
gene11912	K17759
gene11913	K03948
gene13440	K22388
gene9741	K00700
gene4073	K14557
gene4074	K14440
gene8304	K14527
gene8306	K15430
gene8307	K20304
gene4401	K10104
gene4402	K10104
gene4403	K10104
gene4404	K10104
gene4405	K10104
gene7760	K08819
gene8830	K12600
gene3900	K04153,K04163
gene14131	K08145
gene6412	K02906
gene8878	K05288
gene14254	K17414
gene6390	K10770
gene6391	K18422
gene6392	K18422
gene6393	K18422
gene6394	K18422
gene5120	K04659
gene8997	K10575,K20129
gene11361	K12471
gene9371	K00910
gene9372	K00910
gene9373	K13443
gene7701	K01312,K09640
gene12784	K09267,K16796
gene4281	K01530,K14802
gene4283	K11844
gene13915	K02966
gene9215	K01415
gene3954	K06841,K06842
gene3955	K15182
gene14287	K05038
gene9553	K14802
gene9554	K14802
gene8008	K01044,K01049,K01063,K03927,K15743
gene8047	K08683
gene8048	K08683
gene8050	K03283
gene6710	K18408
gene6711	K06258,K20471
gene11885	K01312,K09640
gene11649	K05699,K21073
gene5676	K07192
gene10595	K07424,K14999,K15003,K17689,K17690,K17691,K17692,K17860
gene9978	K02949
gene1696	K02541
gene1698	K09228
gene1700	K09228
gene1701	K10798
gene1702	K09228
gene1703	K11266
gene9352	K19737
gene9808	K18411
gene11011	K01312,K09640
gene11012	K01312,K09640
gene10316	K02969
gene10317	K05289
